"text","val"
"@comdirect Ich kann leider immer noch nicht auf mein Konto zugreifen - brauche es aber dringend ","negative"
"@_Nah1d_ arey yaar, aap tho Delhi mein ho, aur mein Hyderabad mein hoon, ab itni jaldi flights bhi milta nahee hai, pchh bad luck...  :P","negative"
"Mein kampf ngolar ngidul bgt isinya dah wkwk  Sasuga Hitler","negative"
"“Wie soll man sich denn sechs verschiedene Farben merken? Ich hab in Bremen mein Abi gemacht! “ #heuteshow","negative"
"Mein größter Wunsch ist ja, #Domian mit anderen live zu gucken. I'm still dreaming ... ","negative"
"Mama sagt, mein Papa ist ein Berufsgeheimnis ","negative"
"@shynarja Mein herzliches Beileid ","negative"
"@molotovkind Hab lied gerade gebumped und mir das vorgestellt. Wirf bitte keine molotovs in mein grün ","negative"
"@Aribers Wesey qadar daan kam he milte hain is duniya mein ","negative"
"@theFirstHandle maar waar nai sakte hum saapnay Mein bhi ","negative"
"also mein lieber #KEC ... Das mit dem gewinnen müssen wir aber nochmal üben ","negative"
"@GyusHyun ah verdammt &gt;.&lt; da bin ich auch grad bei und mein Portemonnaie weint... :/ deshalb weiß ich halt nicht ob ich zu B.A.P kann ","negative"
"@es_ist_paul mein popo tut weh. ","negative"
"@AlinaSenpaii Mein Hochhaus ist nicht drauf (","negative"
"Ich finde mein Nintendogs Spiel nichtmehr😭 wollte Throwback machen ","negative"
"Finde mein Necessaire nicht ","negative"
"Ich: Warum ist mein Bauch nur wieder so launisch? \nMeine Schwester: Vielleicht mag er die Lounge-Musik nicht! *schaltet das Radio aus*","negative"
"@ShiokaraiEjji @RealMrocco Ja aber bitte etwas später. Muss im Wohnzimmer hocken und mein Dad geht um 9 erst arbeiten. ","negative"
"Mein Handy scheint tot zu sein q.q Das einzige was es mir beim booten anzeigt ist eine Linux shell  Ich halte das für nicht normal ","negative"
"@NumanTabrez @ShirleySetia @iNatashaSingh @PrashastiM @kskritika5 @KratikaSaxena4 essa nahi hai...ye log exam mein busy hai ","negative"
"Mein Handy Akku in diesem Moment !  https://t.co/tAMNJnNCSk","negative"
"Suche mein Sportzeug ","negative"
"OH mein Gott  https://t.co/qQ2fUw6s1h","negative"
"RT @zToffii: Ich so: SCHATZ MEIN DING IST ZU KLEIN!!! :/  \n@VaasReloaded","negative"
"@umersharef @AkhtarMoen with excuse Sir... Zameer k Jaagny say ap Kafi taklef mein hain.. ","negative"
"Mein Hals tut wieder weh\n\n","negative"
"@axelbeer es ist hart, die großmama zu verlieren. mein beileid ","negative"
"Ich so: SCHATZ MEIN DING IST ZU KLEIN!!! :/  \n@VaasReloaded","negative"
"@dagibee warum sieht du mein Bild nicht? https://t.co/mDMg9eZC7U","negative"
"@Ambreen___ aisa talent mujh mein nahi aasakta na ab lambay baal kaha say lao ","negative"
"RT @SummaiyaMairaj: Karachi mein kab hogi barish? ","negative"
"@zainulabideen_ @Cuckoos_Girl dharmshala kia Pak ko India ke kisi city mein nahi khelna chahye tha, par phir bhi chala gaya ","negative"
"Mein schönes Ankerarmband hat sich dann mal verabschiedet..  @millivaniIIi","negative"
"Mein bhi ?  https://t.co/2JmCDkp610","negative"
"Wie ich srsly in mein Glas Wasser reinlache, als beim Hp Podcast aufeinmal kommt ""WAS WILLST DU DU BEHINDERUNG""\nDann war mein Handy nass ","negative"
"@Boockynator mein Ladekabel ist doof und mein Handy ist schlecht ","negative"
"@PhiLLeFuGo schau lieber das mein stream wieder geht ","negative"
"Mein Auto ist tot.  \nEigentlich brauch im Alltag keines.\n\nIch und meine Schwester benötigen trotzdem eins. Kombi, Bus, Van oder so.","negative"
"RT @bahnhofsblumen: @Einhornkxtze Ich vermiss dich auch, mein Engel &lt;3 ","negative"
"@Einhornkxtze Ich vermiss dich auch, mein Engel &lt;3 ","negative"
"Mein armes Herz  ich liebe dich auch so aw  https://t.co/KK35jm6eWY","negative"
"Realrap ich hasse Menschen die ""Okö"" schreiben. Mein Kopf macht immer ""Öko"" aus. ","negative"
"RT @maddyali44: Zara se dil mein de jaga tu.. ","negative"
"Und um meine Tiere sollte ich mich auch sorgen  mein Hamster wird zu tote gekuschelt und meine Spinne vielleicht i-wann erschlagen 0_0","negative"
"Mein Smartphone vertraut mir nicht ","negative"
"@jasminhaener Finde ich tatsächlich auch. Mal sehen, ob er uns überrascht. Mein heimlicher Liebling (neben CP) ist nicht dabei ","negative"
"@Pikachu64556548 war irgend ein bug glaube ich PS mein Handy ist dann abgeschnürt ","negative"
"Ich glaub, mein Laptop ist gerade zu einer Waschmaschine mutiert\nDer hört nichtmehr auf Geräusche zu machen ","negative"
"RT @Khiladi_desi: @sweetyhafsa1 nah :/\nmujhe raat mein nind nahi ati bc ","negative"
"@sweetyhafsa1 nah :/\nmujhe raat mein nind nahi ati bc ","negative"
"Nur noch fünf Wochen bis ich DSL 50000 bekomme.\nMein Internet lahmt heute so, dass ich nicht #HokusKrokus Online gucken kann ","negative"
"@PetritLP  Hast das gleiche Video nochmal hochgeladen.Wo bleibt mein geliebtes Caft attack? ","negative"
"Sorry @xnomoredream, mein Handy ist ausgefallen ","negative"
"@eickefrohwein ...allerdings schreit mein Ausbildungshirn direkt: nooooooes! Dementsprechend ist es nur gucken, nicht anfassen ","negative"
"@Mein_lan_d sip. Extraño los 225 de ni coche ","negative"
"@Vollatina ""Robinson Crusoe - 13 Jahre warten auf Freitag"" war immer mein Favorit. Leider hat das kaum jemand verstanden. Echt schade. ","negative"
"@allemeinehater hatte 😭 mein account wurde gelöscht jetzt hab ich nur so nen kack account ","negative"
"@Mein_lan_d lo se. Por Por so te digo ","negative"
"Mein Tablet weigert sich vehement, sich in das National Express-WiFi einzuloggen. \n\nDa verabschieden sich zwei Stunden Netflix... ","negative"
"@maybellineNY_DE mein Herz blutet, wenn ich so eine Lippenstift Verschwendung sehe. Der könnte auf meinen Lippen sein ","negative"
"@paauul18 @sarahkoeln_ wenn mein Vater nur internetfreunde hätte ","negative"
"omg zebbi schAtz\n\nder typ hat mein leben toll gemacht  https://t.co/wpKABK1WvW","negative"
"@einjans @JoPleyer Ich hab mein freien Netflix-Acc-Teil leider schon an @DalekLes gegeben. Ich kann nicht allen helfen ","negative"
"TeRi bEchaiNi kA EhsaaS hai Ko Sunn :'(\nMein Jo SaaTh TerE HooN &lt;3 pHir TujhE hai keSa Gham?? \nDarD BAanT Lenge Hum Sunnn ^_^ &lt;3 :*","negative"
"KOI PLEASE PUNJABI MEIN BAATEIN KARE MUJHSE (","negative"
"@itzguel gül, im ernst;\nich weis nicht was ich jetzt mein ganzes leben lang bis Sommer machen soll. ","negative"
"Mein tumblr lässt sich nicht öffnen  ist das nur bei mir so oder hat noch jemand anderes Probleme mit tumblr?","negative"
"ich habe heute Ramen gegessen und es war eklig. \nMein Leben hat keinen Sinn mehr.","negative"
"@JaninaZHomie Ich will auch ;-;  Aber mein Laptop ruckelt schon beim Standard Minecraft :/","negative"
"Mein #wellnesswochenende im #almesberger ist schon wieder 6 Wochen her :-( https://t.co/UTxwQG8fi4","negative"
"@diejudge machs gut  ich mein ich will das nicht, aber so gehts halt nicht weiter ","negative"
"Sada ki ae kasoor\nJe tou hoya ae meri akhan tou door\nInna karan mein tenu pyar\nKali na reh skdi mein yaar  \n#missu","negative"
"rip mein arm\nrekt by volleyball \naua ","negative"
"Ich bin übrigens nicht sad, sondern (fick) sad sad darüber, dass ich bei spotify nicht mehr mein Freundesfeed angezeigt bekomme. nich oke ","negative"
"@JournalistinHH  Es ist anthrazit. Es hat lange gedauert, das überhaut zu finden/sich zu einigen.... (Mein Vorschlag war Samt in petrol)","negative"
"@NewsMCExpertDE ich hätte ja gerne gesehen, wie Tim sich über mein JnR abfuckt, aber ich kann den Titel nicht mehr ändern  xD","negative"
"Ich will doch nur meine Klamotten und mein Merch ","negative"
"Bacha apni teacher se,,,\nMam mein apko kesa lgta hun???\nTeacher: So sweet\nBacha apny dost se...\nAnni dya kia c na mardi aa mery ty :( ;)","positive"
"Mein Leben hat kein Sinn mehr. Wo beefe ich jetzt?  https://t.co/3cVdcHO66C","negative"
"@Pixelaffe Das ist wahr. Mein vier Monate altes S6 Edge ist auch total veraltet. ","negative"
"Am Sonntag starb eine australische Vielseitigkeitsreiterin beim Turnier  https://t.co/ozhsn5M3Wa","negative"
"RT @parodevi: dil mein mere hai dard-e-deadline ","negative"
"Ohhh man mein HeadSet ist kaputt! ","negative"
"@YoutuberJessica Mein Beileid ","negative"
"Mission errecht: Longboard fahren im Wald .Schlechte Idee weil Störchen auf Boden. Mein Bein tut weh ","negative"
"@natashashafi06 - Baarish Mein Bike Chalane K shouq ne Ghalib BeraGharak kr diya. ","negative"
"@diesistkeinname nee...leider is halt mein alter acc weg ","negative"
"@diesistkeinname  mein account wurde gelöscht, zu lang nicht mehr drauf gewesen. machst du da noch aktiv was? :O","negative"
"@faysalquraishi Mujhe is baat ka afsoos rahega ki mein aapko morning show live nahi dekhne milega,YouTube per recorded dekhna padega!!(","negative"
"@Enchpannt @SirKreyk der hat mein neues cifeo gediss likebotted ","negative"
"@SaroxDE haha, 10 mal auf wiederholen gedrückt. Deutsch ist mein Hassfach. Welcher Junge kann schon Gefühle analysieren? ","negative"
"Würde gerade gerne mal Streamen. Mein Internet ist da aber anderer Meinung! ","negative"
"Mein großer Zeh tut einfach schon seit über einer Woche weh und es zieht in den Fuß ","negative"
"@Nirmalogy oh sorry bhai :( but yaar mein bhi apna b'day share karta hu kuch achhe logo se .. still i am bad ..\nreverse it for u ","positive"
"@Nein_zur_AFD @Klang_Ruinen Ich bin ja nur froh, dass es wenigstens nicht ""Mein Kampf"" ist! ","negative"
"@wolkengras *drück dich*  Kenn ich.. bei mir isses nur nicht mein Dad.. Ich hab dich lieb. Wünschte, ich könnt was tun..","negative"
"@TheZer0ofTime   Schade, dass ich dir mein Ei nicht mehr geben konnte...","negative"
"@ParshKi_Neha Rd ne kya kya bola precap mein sanyu ki paas betkar??kuch sunayi nehi diya....","negative"
"@GermanTrollers Dein bett war Leider Nur 1,40 Breit Sry xD\nKennst du mich noch\nMein twitch klappt zz nicht Sry ","negative"
"Jetzt ist mein Kaffee alle und Deutschland gibt es immer noch ","negative"
"Aus Fehler lernt man…du warst mein größter  https://t.co/dPDksfkyP8","negative"
"mein endless mood  https://t.co/mgRTnIqmRe","negative"
"Dharmshala Mein Barish \nThe ground staff are working hard in Dharamsala, hopefully we can give you some good... https://t.co/OpHzVZ0i39","negative"
"Baato'n Hi Baato'n Mein Mukar Gaye Aakhir,\n\nTum Bhi Zamane Ki Chaal Chal Gaye Aakhir...! \n\n#ASh","negative"
"Damit muss ich mein Wochenende verbringen  https://t.co/2QYISN27gV","negative"
"Din Ki Sari Thakan Eik Pal Mein Utar Jaye...,\n\nAgar. Chahnay wala aik Bar P0och Lay k Kesay H0o tum... ","negative"
"Mein H&amp;M paket ist immer noch nicht da ((","negative"
"Wenigstens hat mich mein Bebi noch lieb ","negative"
"RT @Lakshmila_: #lakshmila Retweet if u miss lakshmila :-(  Mein Pareshaan &lt;3 #wewantlakshmilascenes @y_u_k_k_u @Lakshmila_ https://t.co/mm…","negative"
"Mein großer Zeh tut weh ","negative"
"Ich liebe mein neues Zuhause, nur lässt mich BaWü nicht mehr wählen. Echter Mist ","negative"
"@Skylina88 Damn you! Mein armes Herz  sowas möchte ich doch nicht sehen, wenn ich ganz unschuldig runterscrolle https://t.co/TMizTmYNTJ","negative"
"uskay baray mein soch kar bi mujhe dukh hota hai (  https://t.co/7YPGSJ3Wkw","negative"
"@sm_haj mein Paket ist seit 1 woche unterwegs und nicht auffindbar (((","negative"
"@AbcNandan mere mobile mein chalega kya...? samsung dual core2...purana launched phn hai..? ","negative"
"Mein Toastbrot ist in meine Suppe gefallen\n\nJetzt ist mein Toastbrot nass ","negative"
"RT @KhanMusaib: #AjKalKaInsan u.a.e mein b mandir banwate hai,aur wahan pooja b karte hai.... disgusting...","negative"
"#AjKalKaInsan u.a.e mein b mandir banwate hai,aur wahan pooja b karte hai.... disgusting...","negative"
"Eigentlich wollte ich nur gucken ob mein OTP irgendwann endlich zusammenkommt und jetzt kenn ich schon das Ende und den weiteren Verlauf (","negative"
"Geh zurück in mein Bett,die Spritze verliert an Wirkung.","negative"
"@NVIDIA_DE mein besten freund damit ich nicht allein bin ","negative"
"Oh mein Gott, voll die Gesichtsbaracken! Haben die keine Spiegel zuhause, oder warum haben die sich noch nicht aus dem Fenster gestürzt?! ","negative"
"Weil die Bahn ewig nicht kommt, wird mein Banana-Split - zuhause angekommen - nachher ganz sicher nicht mehr formschön sein.  ","negative"
"@CHRiSSMiLESS @Meltingm8 @trust_nob1tch mein Internet ist nur langsam ","negative"
"@IKyxbi willst du mein E girl sein ? ","negative"
"Meine eltern gehen übers Wochenende auf ein Konzert und mein Papa ist pissed weil der Computer kaputt ist. Irgendwie tut mir das leid ","negative"
"Lele... Du brichts mein Herz wenn ich überlege das nur noch ein Paar Folgen von PLL gibt...  @_serienjunkie_","negative"
"In der Videobechreibung steht mein Skype name. Noname: ""Wie heisst du auf skype kevzox oder officialkevzox"". Jop leider ","negative"
"Ins Bett gegangen. Musik an. Katze am Bauch. Eingeschlafen. Jetzt ist mein buch eifersüchtig ","negative"
"@YoutuberJessica Mein Beileid ","negative"
"RT @HaseebSaleem_: Ya ALLAH.\n\nPleast 15th March tak LAHORE mein baarish rook day.. ","negative"
"@SwiftieSkr gaali kyun oh to pyar se bolta hoon mein ","negative"
"@HRehburg @GillyBerlin mein plasma brennt langsam ein ","negative"
"@xvxry Mein Bett ist ein Klappsofa und ich fühle mich jetzt offended. ","negative"
"RT @HaseebSaleem_: Ya ALLAH.\n\nPleast 15th March tak LAHORE mein baarish rook day.. ","negative"
"@AZur1969 Oh nein. Mein herzliches Beileid. ","negative"
"Wo ist mein Bleistift ey ","negative"
"@goalachievekro roz nhn innii dair tak jaagtii mein.. :/ tm Gaaon wali Auntiyon trrah taa'any dy loo bsss..:D;)","negative"
"@saniajunaidi29  are baba mein puchri hu new beam kya hai?? meko nai pata!! ","negative"
"@nadlo82 keine probleme! Unglucklicherweise ich habe vergessen mein Deutsch ","negative"
"RT @SummaiyaMairaj: Karachi mein kab hogi barish? ","negative"
"RT @HorrendousBoi: @MaaKiiAnkh mere khuab mein aya tha Islamabad gaya hua houn wahan baarish enjoy kr raha houn ","negative"
"Ich kann nicht schlafen gehen, weil mein Bettzeug in der Wäsche ist. ","negative"
"Karachi mein kab hogi barish? ","negative"
"@PS4Germany ich hab gestern mein erstes Lila Teil bekommen war leider schlechter als mein blaues ","negative"
"@girirajsinghbjp sirji aapko..garden city mein swagat hain..would have come to greet u. my bad I am out of Country...","negative"
"OHA  aua    mein Magen  wieder ....... ((((       MIST !!","negative"
"@MissChessie   Schade, dass du mein Argument nicht verstehst  Einen Hund einfach so zu töten ist das gleiche wie eine Kuh für Fleisch?","negative"
"RT @HorrendousBoi: @MaaKiiAnkh mere khuab mein aya tha Islamabad gaya hua houn wahan baarish enjoy kr raha houn ","negative"
"RT @VivienBakermann: toll, mein handy kann man nicht mehr retten ","negative"
"toll, mein handy kann man nicht mehr retten ","negative"
"Ühü, mein für Sonntag geplantes Mini-Nähkränzchen fällt aus. ","negative"
"@SyedaZaidi99 Mere ayega hi nahi bajjo. Avi mein aunty lagri hoon, asal mein nahi hoon (\nTum Multan say leti aana dekho.","negative"
"@MaaKiiAnkh mere khuab mein aya tha Islamabad gaya hua houn wahan baarish enjoy kr raha houn ","negative"
"@ArtYeen Mein Beileid ","negative"
"Mein Kiefer tut mir so unheimlich weh... ","negative"
"@KuroNoKiri Mein Beileid ","negative"
"@CuloBuster @manuspielt Dürfte mein größer Kritikpunkt bisher sein: Zu wenig Interaktion mit dem Zivilisten ","negative"
"Ya ALLAH.\n\nPleast 15th March tak LAHORE mein baarish rook day.. ","negative"
"@s3kl_ Danke  Den hatte ich zuvor auch und mein Backup ist blöderweise defekt. :(","positive"
"Irgendwer in der Firma hat mein Lieblings-Glas geklaut  Das war meins, ich bring das doch nicht mit, damit wers anders klaut..","negative"
"@LadyZefuna @Enartschi hehe mein 2twr char is momentan 7 xD alleine auf end content is langweilig ","negative"
"RT @Lakshmila_: #lakshmila Retweet if u miss lakshmila :-(  Mein Pareshaan &lt;3 #wewantlakshmilascenes @y_u_k_k_u @Lakshmila_ https://t.co/mm…","negative"
"@Alshilynn yaar..mein nahi dekh pavungi..somebody record it..ok? i wont be at home ","negative"
"RT @Lara_Christinx3: Ich hab jetzt schon kein Bock mehr! \nIch will mein Bettchen ","negative"
"Ich hab jetzt schon kein Bock mehr! \nIch will mein Bettchen ","negative"
"@unterxtage Du hättest mein Felix der Hase Kostüm haben können. ","negative"
"@Julien_Bam Aber.... aber.... heute ist mein Geburtstag ","negative"
"Andere so: Ich lade mein Handy über Nacht auf, damit ich morgen mit 100% Akku gut in den Tag starten kann.\nIch so: 14% müssen reichen.\n","negative"
"@leichtgedacht Mein Beileid. ","negative"
"@AppleStuff_ Mein Problem ist, wenn ich einen Kontakt im iPhone erstelle, taucht er am iPad nicht auf ","negative"
"@SnehalataJ :(\nHai na apne haath mein, good work karna! Great going, Sneha! ","positive"
"RT @parodevi: dil mein mere hai dard-e-deadline ","negative"
"RT @Nagl_Marcel: Mein Herz  @Juliia_1991 https://t.co/zH1ZkXQrWD","negative"
"Mein Herz  @Juliia_1991 https://t.co/zH1ZkXQrWD","negative"
"@irishmiracle93 alles alles gute mein Engel!!!\nHab einen schönen Tag ❤.\nVermisse dich! ","negative"
"Maaan ich will nicht aufstehen ( draußen ist es voll kalt und mein bett ist mega warm...also bleib ich im bett. Tschüss.","negative"
"@SRKTitli woh acha hai loyal hai tumhare liye  tum toh mere se impress hone ke chakkar mein use bhul gayi :P","negative"
"@CryingD0g mein Vermieter verbietet Wandteller in der Wohnung  #Love4Wandteller","negative"
"@RealPairi soooo mein Leben kann weitergehen. Ich ernähre mich von LIFEGOALS! xd zu früh um zu denken ","negative"
"Schon wieder wach ... Mein Hals ist Taub ","negative"
"Chen - Class mein \n#Nowadas  https://t.co/lT424F2l03","negative"
"Din Ki Sari Thakan Eik Pal Mein Utar Jaye...,\n\nAgar. Chahnay wala aik Bar P0och Lay k Kesay H0o tum... ","negative"
"Din Guzarta Hai Socho'n Mein...\n\nRaat Guzarti Hai Aansoo'n Mein...;(\n\nALoNe WaQaR","negative"
"RT @parodevi: dil mein mere hai dard-e-deadline ","negative"
"Din Guzarta Hai Socho'n Mein...\n\nS\n\nRaat Guzarti Hai Aansoo'n Mein...;(","negative"
"@dimansi0n das hab ich oft versucht da spielt mein Gehirn nicht mit es funkt immer zwischen  aber danke!","negative"
"Zindagi mein #Aise jiyo k apne #rab ko pasand ajao  &lt;3\nQ #k???? \nDuniyan #Walo ki #Pasand to pal mein #Badal jati hai.... :( -_-","positive"
"Nicht mein Abend... :-( :-( :-(  #dbingo Brett: https://t.co/98bfmCegwI #domian #bingo","negative"
"Das ist mein Spruch  https://t.co/egRIP2SWVp","negative"
"@ja_mein_Fuhrer ну вот, у нас с тобой одинаковая проблема ","negative"
"Mein Laptop ist kaputt gegangen. ","negative"
"Aaj Bohat Tars  Araha Hai Haal_e_Zindagi Par..\n\nKaash Hum Ny Had Mein Reh Kar Kisi ko Chaha Hota ","negative"
"@Jaeyk_ #sorry das mein Reallife nicht solche Missgeburten beinhaltet. ","negative"
"Samstag..Mein erster Geburtstag ohne Dich Mama  #dufehlst #ichvermissedich #IMissYou #RestInPeace","negative"
"@vivienn mein herz blutet kochanie ","negative"
"Aus Frust hol ich mir rosa huarache obwohl die triple white mein fave sind eh (((","negative"
"@NatiCromby Mein steam meldet sich immer wieder ab nach ner zeit  ich weiß nicht warum","negative"
"@_DeenisTJ_ mein Papa antwortet nicht.   Er hat die Nachricht gesehen aber antwortet nicht.  ICH BRAUCH BABYBOYS MERCH MAN!","negative"
"@B3RKE_S NE ICH MEIN DEN SMILEY ","negative"
"@fastkopflos ich weiß, ich hab mein volk enttäuscht ","negative"
"@Dimii_tree Keine andere Person mag mich. Der Spiegel ist mein einziger Freund. ","negative"
"@fastkopflos OH MEIN GOTT ich will das auch! ","negative"
"@LadyTrafalgar oh mein gott ","negative"
"@DerKegy  Ich war mir aber doch so sicher das mein Level gezockt wird... Egal xD muss halt nächstes Mal Glück haben...","negative"
"@KnockbackPanda @karmajunge @drxckimherz aber, aber benni mein süßer ","negative"
"@Verium @pascalrichie @Rosevalleys @jonnyprvt @xNyuuka beeeef! wo ist mein popcorn ","negative"
"Morgen muss ich meine Schulbücher wieder abgeben. Ich werde mein Mathebuch vermissen...es war so ein guter Mikrofon-Untersetzer ","negative"
"Ich hab Life In The Woods installiert und so eingestellt, wie mein Laptop es packt, aber es startet einfach nicht ","negative"
"@Hubblerone ja \nBtw wurde mein plan B gerade auch gerappelt ","negative"
"RT @HorrendousBoi: NIC bhi ban gaya, par ami raat mein wifi ab bhi band kr deti hain ","negative"
"Mein größter musikal. Aufreger: Also der ""The Magician""-Proll-Remix von Lykke Lis I follow rivers erfolgreicher wurde als das Original &gt;","negative"
"@stirz Leider nicht  Aber ich glaube 8x das Spiel ""Tower of Babel"" (Original!). Das war damals mein Lieblingsspiel.","negative"
"RT @HorrendousBoi: NIC bhi ban gaya, par ami raat mein wifi ab bhi band kr deti hain ","negative"
"@TeamMelvin_ mein Beileid  er ruht nun auf einer anderen Welt ","negative"
"RT @HorrendousBoi: NIC bhi ban gaya, par ami raat mein wifi ab bhi band kr deti hain ","negative"
"@WelpeZeichnet ich hasse mein leben und das Spiel, obwohl es cool ist ","negative"
"RT @HorrendousBoi: NIC bhi ban gaya, par ami raat mein wifi ab bhi band kr deti hain ","negative"
"@Stxfun hdf, mein Föhn ist kaputt ","negative"
"RT @HorrendousBoi: NIC bhi ban gaya, par ami raat mein wifi ab bhi band kr deti hain ","negative"
"NIC bhi ban gaya, par ami raat mein wifi ab bhi band kr deti hain ","negative"
"@Highlifebah @Bilalsaeedmusic WoO mein tou papers mein pakki fail ","negative"
"@FlauschPanda @yuniweezy @Yunokachu Mein Emulator auf dem Handy funktioniert nicht mehr ","negative"
"@RotesDing Mein Mix der Woche ist nach Karneval auch so 60% Karnevalslieder. Selbst x Wochen danach ","negative"
"RT @PhullJharrii: Sakht neen aarahi ...phrr b soo nhn rahii mein...hddd h ","negative"
"Sakht neen aarahi ...phrr b soo nhn rahii mein...hddd h ","negative"
"Der Nerd in mir möchte einen 3D-Drucker haben. Jetzt ist es nicht mehr meine Mutter die wiederspricht, sondern mein Bankkonto. ","negative"
"Wollte gerade Zelder grinden und dann ist mein Ladekabel kaputt. Ich gehe dann mal weinen. ","negative"
"@MajorTaqi bad'dua tw na dein \npehlay hi dar lg ra hai...is andher nagri mein","negative"
"@LucieRedhead ich eigentlich auch. Ich will mein Ziel erreichen dieses Jahr, aber die Schule kommt immer dazwischen (","negative"
"Ich bin größer als meine Mutter aber für mein Alter trotzdem verhältnismäßig klein ","negative"
"@SplashMCNetwork krieg ich mein 1 mon premi dann eig wieder ?","negative"
"@HerrMathieu sag mir mal was man dagegen machen kann  mein Arzt will es mir nicht verraten und es ist unglaublich scheiße(","negative"
"@LePhantomMenace ich habe mein Deutsch fast vergessen ","negative"
"Ich glaube mein Rücken bricht gleich durch.(((((( Überlege ob ich ins Krankenhaus fahre.","negative"
"RT @Quwasiii: Ich glaube mein Kopf explodiert gleich.. ","negative"
"@ghoono_says meine kya krra h??? :( innii masoon c hun mein ;) ","positive"
"@Tippke mein Beileid. ","negative"
"@Masken_Tumor ich habe mein hass Lehrer am Donnerstag fühle mit dir ","negative"
"@1711Soma @UpadhMithilesh Ha mein bhi aati hun...tere home nehi..sone....tata..ajj teri waje se pardhi nehi hui.","negative"
"@DerKegy Ich trauere immernoch so sehr das du mein Level nicvt aufgenommen hast! ","negative"
"@aididai Na dann mal gute Besserung mein Hase. ","negative"
"RT @likedeeler3: Die Batterien in meinem rechten Daumen sind leer o.O\nMein Handy reagiert nicht mehr drauf.\n","negative"
"Die Batterien in meinem rechten Daumen sind leer o.O\nMein Handy reagiert nicht mehr drauf.\n","negative"
"RT @Quwasiii: Ich glaube mein Kopf explodiert gleich.. ","negative"
"@Creeveey Viel Spaß dir/euch!  mein PayPal hat es nicht gebacken bekommen, einen Dauerauftrag zu machen, deshalb bin ich kein Patreon :(","positive"
"Mein internet geht mal wieder nicht ","negative"
"Ich glaube mein Kopf explodiert gleich.. ","negative"
"Mein Text für den Song diese Woche ist echt nicht so prall geworden und das obwohl die Vorlage so gut war.  Aber jetzt arbeite ich am","negative"
"RT @yaquelinnn_: @genesiss_14 chow mein with wings and fries dude those have been my cravings but money is the problem  lol","negative"
"@BasitSpeaks @Malaimaark es hansi mein apna ghum nahi chupao ","negative"
"@genesiss_14 chow mein with wings and fries dude those have been my cravings but money is the problem  lol","negative"
"@SarPhira_Jungli mein Aisay bhi bht say logo ssy block ho  had tu yah larky bhi ab block kar dety","negative"
"@iIrtiza mirsad mein or tm ( was fun","negative"
"Finde mein Ladekabel für mein DS nicht mehr. Meine Hunde tun sterben ","negative"
"@Sebringl Das war auch mein Plan, aber ich hab mich in der Uhrzeit vertan ","negative"
"RT @parodevi: dil mein mere hai dard-e-deadline ","negative"
"@Str3uselkuch3n @UniverseofColor  mein akku ","negative"
"-\nDin Guzarta Hai Socho'n Mein...\n\nS\n\nRaat Guzarti Hai Aansoo'n Mein...;(\n\nGood Night...:*","negative"
"@Takaishii Mein Beileid :( war bestimmt ein netter Junge... Es geht ihm oben bestimmt gut ","positive"
"@Quarkbllchen1 war doch zu Recherchezwecken, hatte dir mein Kollege ^pa extra vorher erklärt.  Wir machen doch nix ""einfach so"". :/ ^my","negative"
"@CrazyyyBird don't think khalsa hai ... Maybe srcc ...not too sure. Mera DU mein no  chance n don't think they will visit any malls ","negative"
"@CaptainRex122 Mein Beileid \nWas ist passiert ? ","negative"
"@ManalAdilism @BaeLessNess meri zindgi mein bht Dukhon ki overdose hai ","negative"
"RT @theKev__: Mein Controller stoppt von selbst beim Sprinten kann mir bitte jemand helfen ","negative"
"@Doktor_Froid @YouTube Mein Tag ist ein einziges Auf und Ab heute :D ","negative"
"@BaeLessNess bas dukh bht hain zindgi mein ","negative"
"RT @nnamrreherdna: Mein Leben ist ein einziges Hin und Her zwischen ""Ich sollte mal einen Salat essen"" und ""In Döner ist doch Salat!"" ","negative"
"@Takaishii Mein Beileid aber wenigstens hat er da oben keine Schmerzen mehr … ","negative"
"MERE GOSHA _E_FIKAR MEIN !! MERI JAAN SE BHI AZIZZ  !\nAISA BHI IK SHKAS THA  ! JO MILA NEI OR BICHAR GEYA  — feeling alone","negative"
"Mein Controller stoppt von selbst beim Sprinten kann mir bitte jemand helfen ","negative"
"RT @parodevi: dil mein mere hai dard-e-deadline ","negative"
"RT @parodevi: dil mein mere hai dard-e-deadline ","negative"
"RT @parodevi: dil mein mere hai dard-e-deadline ","negative"
"RT @FantouGames: Okay... ich glaub mein neue Video ist nicht im Feed gelandet. ","negative"
"RT @nnamrreherdna: Mein Leben ist ein einziges Hin und Her zwischen ""Ich sollte mal einen Salat essen"" und ""In Döner ist doch Salat!"" ","negative"
"dil mein mere hai dard-e-deadline ","negative"
"@norrapandorra ER BELEIDIGT MEIN RANG ","negative"
"RT parodevi: dil mein mere hai dard-e-deadline ","negative"
"mein chef und ich haben uns gestern über was totgelacht, aber ich kann den witz nicht mehr witzig wiedergeben, voll schade. ","negative"
"RT @parodevi: dil mein mere hai dard-e-deadline ","negative"
"RT @parodevi: dil mein mere hai dard-e-deadline ","negative"
"Mein Leben ist ein einziges Hin und Her zwischen ""Ich sollte mal einen Salat essen"" und ""In Döner ist doch Salat!"" ","negative"
